genero,idoso,parceiro,dependentes,tempo_contrato_meses,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_digital,forma_pagamento,cobranca_mensal,total_gasto,evasao
Masculino,0,Sim,Não,37,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cheque enviado pelo correio,42.04,1666.74,0
Masculino,0,Sim,Sim,54,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Não,Não,Dois anos,Sim,Cartão de crédito,22.33,1300.0,0
Masculino,1,Não,Não,65,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque enviado pelo correio,41.86,2797.4,0
Masculino,0,Não,Não,14,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cheque eletrônico,18.69,286.46,0
Masculino,1,Sim,Não,5,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,63.82,335.08,1
Feminino,0,Não,Não,62,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Mês a mês,Sim,Cheque eletrônico,22.38,1386.49,1
Masculino,0,Sim,Não,1,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,93.15,94.97,1
Feminino,0,Sim,Não,63,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Mês a mês,Não,Cheque enviado pelo correio,108.05,6415.08,0
Masculino,0,Não,Não,67,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Um ano,Sim,Cheque enviado pelo correio,50.08,3303.41,0
Feminino,0,Sim,Não,20,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque enviado pelo correio,76.76,1735.85,0
Masculino,0,Não,Sim,43,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Mês a mês,Não,Cheque enviado pelo correio,100.59,4648.13,0
Masculino,0,Sim,Não,42,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Sim,Mês a mês,Não,Cheque enviado pelo correio,44.25,1704.03,0
Feminino,0,Não,Sim,69,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência bancária,88.7,5370.65,0
Feminino,1,Não,Sim,39,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Não,Dois anos,Sim,Cheque enviado pelo correio,107.49,3650.04,0
Feminino,0,Não,Não,62,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Não,Cartão de crédito,86.66,5940.1,0
Masculino,1,Não,Não,48,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mês a mês,Não,Cartão de crédito,86.02,4544.79,0
Feminino,0,Sim,Sim,6,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Sim,Mês a mês,Não,Cheque eletrônico,28.69,162.82,1
Masculino,0,Não,Não,42,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Não,Dois anos,Sim,Cheque eletrônico,33.86,1213.84,1
Masculino,0,Sim,Não,58,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mês a mês,Sim,Cartão de crédito,76.61,4345.33,1
Feminino,0,Não,Sim,43,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Não,Dois anos,Sim,Cheque eletrônico,37.04,1513.89,0
Feminino,0,Não,Não,10,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Sim,Mês a mês,Não,Transferência bancária,64.72,574.91,0
Masculino,0,Não,Não,39,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cartão de crédito,105.01,3724.3,0
Masculino,0,Não,Não,13,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,113.09,1514.83,1
Feminino,0,Sim,Não,39,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,59.28,2463.54,0
Feminino,0,Não,Não,11,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,Um ano,Sim,Cheque eletrônico,33.08,371.67,0
Feminino,0,Sim,Não,16,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Um ano,Sim,Transferência bancária,109.31,1574.27,1
Masculino,0,Não,Não,33,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Transferência bancária,64.75,2016.35,0
Masculino,0,Sim,Não,60,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Mês a mês,Não,Cheque enviado pelo correio,46.97,2991.32,0
Masculino,0,Não,Não,59,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cartão de crédito,117.36,6056.89,0
Masculino,0,Sim,Não,51,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cartão de crédito,107.96,5808.87,0
Masculino,0,Não,Sim,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cheque eletrônico,61.2,1015.69,0
Masculino,0,Sim,Sim,43,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cartão de crédito,23.05,1078.05,1
Feminino,0,Não,Não,27,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,76.43,2110.41,1
Masculino,0,Sim,Não,56,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,Mês a mês,Não,Cheque eletrônico,89.65,5614.52,1
Masculino,0,Não,Sim,60,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cartão de crédito,18.53,964.34,0
Masculino,0,Sim,Não,70,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Um ano,Não,Transferência bancária,51.12,3611.75,0
Feminino,1,Não,Sim,47,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Não,Dois anos,Sim,Cheque eletrônico,27.44,1395.05,1
Masculino,0,Sim,Sim,8,Sim,Sim,DSL,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,105.9,836.62,1
Masculino,0,Não,Sim,63,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Transferência bancária,22.19,1602.42,0
Feminino,0,Sim,Não,7,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Dois anos,Não,Cheque eletrônico,113.04,676.92,1
Masculino,0,Não,Não,2,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Um ano,Sim,Cheque eletrônico,21.51,40.85,1
Masculino,0,Sim,Sim,17,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Dois anos,Não,Cheque enviado pelo correio,21.39,406.47,0
Masculino,0,Sim,Não,4,Sim,Não,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cartão de crédito,61.38,221.2,1
Masculino,0,Não,Sim,26,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,53.3,1368.74,1
Masculino,0,Sim,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Não,Sim,Mês a mês,Não,Cheque eletrônico,22.89,1766.93,0
Feminino,0,Sim,Sim,69,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Não,Dois anos,Não,Cheque eletrônico,97.15,6701.78,0
Feminino,0,Não,Não,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque enviado pelo correio,24.57,118.5,1
Feminino,1,Não,Não,5,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,24.06,102.99,1
Masculino,0,Não,Não,69,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Transferência bancária,66.58,4996.56,0
Masculino,1,Sim,Sim,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,52.91,168.83,0
Masculino,0,Sim,Sim,38,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Dois anos,Sim,Transferência bancária,32.15,1372.12,0
Feminino,1,Não,Não,1,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Dois anos,Sim,Cheque eletrônico,30.26,33.94,0
Masculino,1,Sim,Não,8,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Sim,Dois anos,Sim,Cheque enviado pelo correio,114.99,1017.01,1
Masculino,0,Não,Não,13,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Cheque enviado pelo correio,82.35,1026.27,1
Feminino,0,Sim,Não,70,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Um ano,Sim,Cartão de crédito,38.91,2665.88,0
Masculino,0,Não,Não,50,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque enviado pelo correio,50.12,2824.38,0
Feminino,0,Não,Não,8,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Transferência bancária,84.19,602.66,0
Feminino,0,Não,Não,30,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cheque eletrônico,26.73,687.75,0
Feminino,0,Sim,Sim,40,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Dois anos,Sim,Cheque enviado pelo correio,53.74,2243.09,0
Masculino,0,Não,Não,33,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque eletrônico,20.8,651.53,0
Masculino,0,Sim,Não,52,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,78.55,3711.08,0
Masculino,1,Não,Não,33,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Sim,Mês a mês,Não,Cheque enviado pelo correio,103.45,3333.9,1
Masculino,0,Não,Sim,37,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Mês a mês,Sim,Transferência bancária,108.22,3696.46,1
Masculino,0,Sim,Não,70,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,82.47,5378.85,0
Masculino,0,Sim,Não,69,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Dois anos,Não,Cheque eletrônico,98.88,6224.58,0
Masculino,1,Não,Não,4,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Dois anos,Sim,Cheque eletrônico,94.13,406.19,1
Feminino,0,Sim,Sim,60,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Dois anos,Não,Cheque enviado pelo correio,20.05,1369.94,0
Masculino,0,Não,Não,31,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Dois anos,Sim,Cheque eletrônico,35.09,1132.93,0
Feminino,0,Sim,Sim,14,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Um ano,Sim,Cartão de crédito,24.59,350.09,1
Masculino,0,Sim,Não,60,Não,Sem serviço telefônico,Fibra óptica,Sim,Não,Não,Não,Não,Não,Um ano,Não,Cartão de crédito,46.01,3081.96,0
Masculino,0,Não,Não,68,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Não,Mês a mês,Não,Cartão de crédito,26.42,1539.26,1
Masculino,1,Não,Não,26,Não,Sem serviço telefônico,DSL,Sim,Não,Não,Não,Não,Sim,Mês a mês,Não,Transferência bancária,68.91,1637.89,1
Feminino,0,Sim,Não,24,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cartão de crédito,37.17,882.4,0
Feminino,0,Não,Não,56,Sim,Não,Fibra óptica,Sim,Não,Não,Sim,Não,Não,Mês a mês,Não,Cartão de crédito,35.05,1730.42,0
Feminino,1,Não,Não,9,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Cheque enviado pelo correio,116.43,1014.94,1
Feminino,0,Não,Sim,35,Sim,Sim,DSL,Sim,Não,Sim,Não,Não,Não,Mês a mês,Sim,Transferência bancária,109.48,3696.13,1
Masculino,0,Sim,Não,24,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,37.93,1032.28,1
Feminino,1,Sim,Não,31,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,38.67,1077.9,0
Masculino,0,Não,Sim,66,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,91.34,5984.75,1
Masculino,0,Não,Não,66,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,83.61,4869.31,0
Feminino,0,Sim,Sim,41,Sim,Não,Fibra óptica,Sim,Não,Não,Sim,Não,Não,Um ano,Não,Cheque eletrônico,48.28,2148.9,1
Feminino,0,Não,Sim,36,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,Não,Cheque eletrônico,104.59,4046.82,0
Feminino,0,Sim,Não,34,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,30.17,1169.95,1
Feminino,0,Sim,Não,39,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Dois anos,Não,Cheque enviado pelo correio,95.52,3566.57,0
Feminino,0,Não,Não,23,Não,Sem serviço telefônico,DSL,Não,Não,Não,Não,Não,Não,Um ano,Sim,Cheque eletrônico,108.69,2867.01,1
Feminino,1,Não,Não,44,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,33.1,1540.89,0
Feminino,0,Sim,Não,70,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Transferência bancária,73.71,4514.76,1
Feminino,1,Não,Sim,58,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Sim,Um ano,Não,Transferência bancária,23.71,1185.73,0
Masculino,0,Não,Sim,59,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Dois anos,Não,Cheque enviado pelo correio,98.98,5177.1,0
Feminino,0,Não,Não,26,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,90.79,2006.63,0
Feminino,0,Não,Não,22,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque enviado pelo correio,64.9,1510.43,1
Masculino,0,Sim,Não,40,Sim,Sim,DSL,Sim,Não,Sim,Não,Não,Não,Mês a mês,Não,Cheque enviado pelo correio,47.15,2144.98,0
Feminino,0,Sim,Não,11,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,35.95,341.29,0
Masculino,1,Sim,Sim,9,Não,Sem serviço telefônico,DSL,Não,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,90.34,739.48,1
Masculino,0,Não,Não,12,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência bancária,87.33,1192.56,0
Feminino,0,Não,Não,26,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Não,Não,Um ano,Sim,Transferência bancária,70.1,1685.34,0
Masculino,0,Sim,Não,38,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque enviado pelo correio,32.18,1353.64,0
Masculino,0,Sim,Sim,3,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Um ano,Sim,Cartão de crédito,23.17,63.17,0
Masculino,0,Sim,Não,15,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Transferência bancária,21.32,364.82,1
Masculino,0,Sim,Sim,47,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Não,Não,Mês a mês,Sim,Transferência bancária,106.29,4830.15,0
Feminino,0,Não,Não,5,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Mês a mês,Sim,Cartão de crédito,30.33,161.03,1
Masculino,0,Não,Sim,54,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque eletrônico,66.63,4078.18,0
Feminino,0,Sim,Não,24,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Não,Dois anos,Sim,Cheque eletrônico,100.52,2251.27,0
Masculino,0,Não,Não,11,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque enviado pelo correio,64.1,690.66,0
Masculino,0,Não,Não,33,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Não,Mês a mês,Não,Transferência bancária,19.12,588.1,0
Masculino,1,Não,Não,57,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Não,Mês a mês,Não,Cheque enviado pelo correio,98.81,5613.09,0
Masculino,0,Sim,Sim,52,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Não,Dois anos,Não,Cheque eletrônico,27.45,1601.04,0
Feminino,0,Sim,Não,64,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Um ano,Não,Cheque eletrônico,68.89,4006.98,0
Feminino,0,Sim,Não,43,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cartão de crédito,99.92,4325.49,0
Masculino,0,Não,Não,44,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,75.02,2957.51,1
Masculino,1,Não,Não,36,Sim,Sim,DSL,Não,Não,Não,Não,Não,Sim,Um ano,Sim,Cheque enviado pelo correio,37.9,1325.96,0
Feminino,0,Não,Não,12,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque enviado pelo correio,30.51,333.43,0
Masculino,0,Sim,Não,56,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,116.62,5999.19,0
Masculino,0,Sim,Não,3,Sim,Não,Fibra óptica,Sim,Sim,Não,Não,Não,Não,Um ano,Não,Cartão de crédito,42.82,127.3,0
Masculino,0,Sim,Não,50,Não,Sem serviço telefônico,DSL,Sim,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Cartão de crédito,19.4,1040.33,1
Feminino,0,Não,Sim,29,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Não,Um ano,Sim,Cartão de crédito,55.23,1422.87,1
Feminino,0,Sim,Sim,16,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Um ano,Sim,Cheque eletrônico,91.4,1589.83,0
Feminino,0,Sim,Sim,40,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cheque eletrônico,59.53,2729.57,0
Masculino,0,Não,Sim,27,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cheque eletrônico,33.84,860.25,0
Masculino,0,Não,Não,70,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Mês a mês,Não,Transferência bancária,37.4,2381.76,0
Feminino,1,Não,Sim,42,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque enviado pelo correio,89.79,3236.66,0
Feminino,0,Sim,Sim,57,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Cheque enviado pelo correio,111.4,5766.17,0
Feminino,0,Não,Não,10,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Mês a mês,Não,Cartão de crédito,44.8,461.26,1
Feminino,0,Sim,Não,38,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Cheque enviado pelo correio,110.87,4650.38,1
Masculino,1,Não,Não,8,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,30.84,210.08,1
Feminino,0,Sim,Não,18,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque enviado pelo correio,27.29,510.48,1
Masculino,1,Sim,Sim,17,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque enviado pelo correio,35.01,531.96,0
Feminino,0,Não,Sim,58,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Dois anos,Não,Transferência bancária,57.24,3617.83,0
Masculino,0,Não,Não,66,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Mês a mês,Não,Cartão de crédito,71.52,4320.96,0
Feminino,0,Não,Não,44,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Um ano,Sim,Cartão de crédito,40.97,1568.49,0
Feminino,0,Sim,Não,9,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Não,Mês a mês,Não,Cheque enviado pelo correio,26.2,269.8,0
Feminino,0,Sim,Não,48,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Transferência bancária,91.59,4349.92,0
Feminino,0,Não,Sim,39,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,47.3,1776.71,0
Masculino,0,Não,Não,6,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,72.62,445.6,0
Feminino,0,Não,Sim,30,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque eletrônico,94.45,2880.92,0
Masculino,0,Não,Não,18,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Dois anos,Sim,Cheque eletrônico,28.54,443.74,0
Masculino,0,Não,Não,43,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Dois anos,Não,Cheque enviado pelo correio,69.3,2842.17,0
Masculino,0,Não,Não,33,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Não,Sim,Mês a mês,Não,Transferência bancária,101.46,3459.83,0
Masculino,0,Sim,Não,53,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Mês a mês,Não,Cheque eletrônico,53.95,3240.48,0
Feminino,0,Sim,Não,56,Não,Sem serviço telefônico,DSL,Não,Não,Sim,Não,Não,Sim,Um ano,Sim,Cheque eletrônico,71.13,4165.2,1
Masculino,0,Sim,Não,19,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Não,Cheque enviado pelo correio,111.98,1916.49,0
